"adj.P.Val_LWT_MCD.LWT_CTRL";"adj.P.Val_LKO_MCD.LKO_CTRL";"adj.P.Val_LKO_MCD.LWT_MCD";"adj.P.Val_LKO_CTRL.LWT_CTRL";"adj.P.Val_.LWT_MCD.LWT_CTRL...LKO_MCD.LKO_CTRL."
"23486";"25708";"";"";""
"23487";"25709";"";"";""
"23488";"25710";"";"";""
"23490";"25713";"";"";""
"23492";"25715";"";"";""
"23493";"25717";"";"";""
"23494";"25718";"";"";""
"23496";"25719";"";"";""
"23502";"25720";"";"";""
"23503";"25721";"";"";""
"23504";"25722";"";"";""
"23506";"25725";"";"";""
"23508";"25726";"";"";""
"23510";"25727";"";"";""
"23511";"25729";"";"";""
"23512";"25730";"";"";""
"23513";"25731";"";"";""
"23514";"25732";"";"";""
"23515";"25733";"";"";""
"23516";"25734";"";"";""
"23519";"25736";"";"";""
"23521";"25737";"";"";""
"23524";"25738";"";"";""
"23525";"25742";"";"";""
"23526";"25744";"";"";""
"23527";"25745";"";"";""
"23528";"25748";"";"";""
"23529";"25752";"";"";""
"23530";"25755";"";"";""
"23531";"25757";"";"";""
"23533";"25758";"";"";""
"23534";"25760";"";"";""
"23535";"25761";"";"";""
"23538";"25764";"";"";""
"23539";"25765";"";"";""
"23546";"25766";"";"";""
"23551";"25770";"";"";""
"23558";"25774";"";"";""
"23561";"25775";"";"";""
"23562";"25781";"";"";""
"23564";"25784";"";"";""
"23566";"25785";"";"";""
"23571";"25786";"";"";""
"23572";"25787";"";"";""
"23573";"25788";"";"";""
"23574";"25789";"";"";""
"23577";"25792";"";"";""
"23585";"25793";"";"";""
"23586";"25794";"";"";""
"23587";"25796";"";"";""
"23589";"25797";"";"";""
"23594";"25798";"";"";""
"23595";"25799";"";"";""
"23597";"25800";"";"";""
"23598";"25801";"";"";""
"23599";"25810";"";"";""
"23601";"25811";"";"";""
"23602";"25813";"";"";""
"23603";"25815";"";"";""
"23604";"25818";"";"";""
"23605";"25820";"";"";""
"23607";"25821";"";"";""
"23608";"25824";"";"";""
"23610";"25827";"";"";""
"23611";"25828";"";"";""
"23613";"25835";"";"";""
"23614";"25837";"";"";""
"23615";"25838";"";"";""
"23617";"25842";"";"";""
"23618";"25844";"";"";""
"23619";"25855";"";"";""
"23620";"25857";"";"";""
"23621";"25863";"";"";""
"23624";"25865";"";"";""
"23627";"25866";"";"";""
"23628";"25867";"";"";""
"23629";"25868";"";"";""
"23633";"25869";"";"";""
"23634";"25870";"";"";""
"23638";"25872";"";"";""
"23640";"25873";"";"";""
"23643";"25874";"";"";""
"23650";"25876";"";"";""
"23652";"25879";"";"";""
"23656";"25885";"";"";""
"23658";"25886";"";"";""
"23659";"25887";"";"";""
"23660";"25889";"";"";""
"23662";"25891";"";"";""
"23663";"25892";"";"";""
"23664";"25896";"";"";""
"23665";"25899";"";"";""
"23666";"25900";"";"";""
"23668";"25902";"";"";""
"23669";"25903";"";"";""
"23672";"25904";"";"";""
"23683";"25908";"";"";""
"23684";"25910";"";"";""
"23686";"25911";"";"";""
"23689";"25916";"";"";""
"23691";"25917";"";"";""
"23692";"25919";"";"";""
"23694";"25920";"";"";""
"23696";"25923";"";"";""
"23697";"25927";"";"";""
"23698";"25928";"";"";""
"23699";"25934";"";"";""
"23704";"25939";"";"";""
"23705";"25946";"";"";""
"23706";"25948";"";"";""
"23707";"25950";"";"";""
"23708";"25957";"";"";""
"23709";"25960";"";"";""
"23710";"25966";"";"";""
"23711";"25970";"";"";""
"23716";"25971";"";"";""
"23717";"25977";"";"";""
"23719";"25978";"";"";""
"23727";"25980";"";"";""
"23728";"25981";"";"";""
"23730";"25988";"";"";""
"23734";"25989";"";"";""
"23736";"25993";"";"";""
"23737";"25995";"";"";""
"23742";"25996";"";"";""
"23743";"25997";"";"";""
"23744";"25998";"";"";""
"23746";"26000";"";"";""
"23748";"26005";"";"";""
"23749";"26006";"";"";""
"23750";"26008";"";"";""
"23751";"26010";"";"";""
"23754";"26011";"";"";""
"23755";"26012";"";"";""
"23756";"26014";"";"";""
"23757";"26016";"";"";""
"23760";"26017";"";"";""
"23761";"26021";"";"";""
"23762";"26022";"";"";""
"23764";"26023";"";"";""
"23765";"26027";"";"";""
"23766";"26028";"";"";""
"23768";"26036";"";"";""
"23769";"26037";"";"";""
"23770";"26038";"";"";""
"23773";"26039";"";"";""
"23774";"26041";"";"";""
"23775";"26042";"";"";""
"23776";"26043";"";"";""
"23779";"26044";"";"";""
"23785";"26047";"";"";""
"23786";"26048";"";"";""
"23787";"26049";"";"";""
"23788";"26050";"";"";""
"23789";"26052";"";"";""
"23790";"26056";"";"";""
"23792";"26057";"";"";""
"23795";"26061";"";"";""
"23796";"26062";"";"";""
"23801";"26066";"";"";""
"23803";"26067";"";"";""
"23805";"26068";"";"";""
"23806";"26069";"";"";""
"23807";"26071";"";"";""
"23810";"26073";"";"";""
"23811";"26074";"";"";""
"23812";"26075";"";"";""
"23814";"26076";"";"";""
"23817";"26077";"";"";""
"23819";"26078";"";"";""
"23820";"26080";"";"";""
"23823";"26081";"";"";""
"23825";"26082";"";"";""
"23828";"26084";"";"";""
"23834";"26086";"";"";""
"23835";"26089";"";"";""
"23836";"26090";"";"";""
"23838";"26094";"";"";""
"23839";"26095";"";"";""
"23840";"26096";"";"";""
"23844";"26103";"";"";""
"23845";"26106";"";"";""
"23846";"26109";"";"";""
"23851";"26111";"";"";""
"23854";"26113";"";"";""
"23856";"26114";"";"";""
"23863";"26115";"";"";""
"23868";"26118";"";"";""
"23869";"26121";"";"";""
"23870";"26122";"";"";""
"23871";"26125";"";"";""
"23873";"26127";"";"";""
"23875";"26130";"";"";""
"23876";"26131";"";"";""
"23877";"26133";"";"";""
"23878";"26138";"";"";""
"23880";"26140";"";"";""
"23882";"26141";"";"";""
"23883";"26145";"";"";""
"23884";"26147";"";"";""
"23885";"26148";"";"";""
"23887";"26149";"";"";""
"23889";"26150";"";"";""
"23890";"26151";"";"";""
"23891";"26153";"";"";""
"23894";"26154";"";"";""
"23895";"26155";"";"";""
"23898";"26156";"";"";""
"23903";"26157";"";"";""
"23905";"26158";"";"";""
"23906";"26162";"";"";""
"23910";"26167";"";"";""
"23913";"26168";"";"";""
"23914";"26175";"";"";""
"23916";"26176";"";"";""
"23917";"26180";"";"";""
"23918";"26183";"";"";""
"23920";"26184";"";"";""
"23921";"26185";"";"";""
"23924";"26186";"";"";""
"23926";"26190";"";"";""
"23928";"26193";"";"";""
"23930";"26197";"";"";""
"23932";"26198";"";"";""
"23933";"26201";"";"";""
"23936";"26202";"";"";""
"23938";"26203";"";"";""
"23939";"26204";"";"";""
"23940";"26208";"";"";""
"23941";"26212";"";"";""
"23942";"26213";"";"";""
"23944";"26214";"";"";""
"23947";"26215";"";"";""
"23950";"26216";"";"";""
"23951";"26217";"";"";""
"23952";"26219";"";"";""
"23953";"26220";"";"";""
"23954";"26222";"";"";""
"23956";"26227";"";"";""
"23959";"26231";"";"";""
"23960";"26232";"";"";""
"23962";"26233";"";"";""
"23964";"26236";"";"";""
"23968";"26238";"";"";""
"23972";"26239";"";"";""
"23974";"26243";"";"";""
"23977";"26246";"";"";""
"23979";"26250";"";"";""
"23980";"26252";"";"";""
"23981";"26253";"";"";""
"23983";"26255";"";"";""
"23984";"26256";"";"";""
"23985";"26259";"";"";""
"23986";"26260";"";"";""
"23991";"26267";"";"";""
"23993";"26268";"";"";""
"23996";"26269";"";"";""
"23998";"26272";"";"";""
"23999";"26273";"";"";""
"24004";"26274";"";"";""
"24005";"26275";"";"";""
"24006";"26276";"";"";""
"24007";"26277";"";"";""
"24008";"26278";"";"";""
"24012";"26280";"";"";""
"24014";"26282";"";"";""
"24016";"26286";"";"";""
"24017";"26287";"";"";""
"24018";"26290";"";"";""
"24020";"26294";"";"";""
"24021";"26295";"";"";""
"24024";"26297";"";"";""
"24025";"26298";"";"";""
"24026";"26299";"";"";""
"24027";"26301";"";"";""
"24029";"26303";"";"";""
"24030";"26304";"";"";""
"24031";"26307";"";"";""
"24033";"26308";"";"";""
"24034";"26311";"";"";""
"24039";"26312";"";"";""
"24041";"26313";"";"";""
"24042";"26315";"";"";""
"24043";"26316";"";"";""
"24045";"26319";"";"";""
"24046";"26321";"";"";""
"24049";"26323";"";"";""
"24051";"26324";"";"";""
"24052";"26325";"";"";""
"24053";"26326";"";"";""
"24054";"26327";"";"";""
"24057";"26328";"";"";""
"24058";"26330";"";"";""
"24065";"26333";"";"";""
"24066";"26334";"";"";""
"24072";"26336";"";"";""
"24073";"26337";"";"";""
"24074";"26343";"";"";""
"24075";"26344";"";"";""
"24076";"26346";"";"";""
"24078";"26347";"";"";""
"24082";"26348";"";"";""
"24083";"26349";"";"";""
"24085";"26352";"";"";""
"24086";"26354";"";"";""
"24087";"26355";"";"";""
"24090";"26356";"";"";""
"24091";"26357";"";"";""
"24092";"26362";"";"";""
"24094";"26365";"";"";""
"24096";"26366";"";"";""
"24097";"26368";"";"";""
"24098";"26369";"";"";""
"24099";"26375";"";"";""
"24100";"26376";"";"";""
"24101";"26378";"";"";""
"24103";"26379";"";"";""
"24104";"26380";"";"";""
"24105";"26382";"";"";""
"24108";"26384";"";"";""
"24110";"26385";"";"";""
"24111";"26386";"";"";""
"24112";"26387";"";"";""
"24115";"26390";"";"";""
"24117";"26397";"";"";""
"24120";"26399";"";"";""
"24121";"26401";"";"";""
"24122";"26402";"";"";""
"24123";"26404";"";"";""
"24124";"26405";"";"";""
"24128";"26408";"";"";""
"24129";"26410";"";"";""
"24130";"26412";"";"";""
"24131";"26414";"";"";""
"24132";"26417";"";"";""
"24134";"26419";"";"";""
"24135";"26420";"";"";""
"24138";"26421";"";"";""
"24139";"26422";"";"";""
"24140";"26424";"";"";""
"24142";"26429";"";"";""
"24144";"26430";"";"";""
"24146";"26432";"";"";""
"24148";"26434";"";"";""
"24149";"26437";"";"";""
"24150";"26441";"";"";""
"24151";"26443";"";"";""
"24154";"26445";"";"";""
"24157";"26447";"";"";""
"24158";"26449";"";"";""
"24167";"26451";"";"";""
"24168";"26453";"";"";""
"24170";"26454";"";"";""
"24172";"26463";"";"";""
"24173";"26464";"";"";""
"24174";"26465";"";"";""
"24175";"26468";"";"";""
"24176";"26471";"";"";""
"24177";"26474";"";"";""
"24178";"26477";"";"";""
"24179";"26478";"";"";""
"24182";"26479";"";"";""
"24183";"26481";"";"";""
"24186";"26483";"";"";""
"24187";"26487";"";"";""
"24190";"26491";"";"";""
"24191";"26492";"";"";""
"24193";"26493";"";"";""
"24198";"26498";"";"";""
"24199";"26501";"";"";""
"24200";"26505";"";"";""
"24202";"26506";"";"";""
"24205";"26507";"";"";""
"24206";"26511";"";"";""
"24207";"26513";"";"";""
"24209";"26514";"";"";""
"24212";"26516";"";"";""
"24216";"26517";"";"";""
"24218";"26518";"";"";""
"24219";"26519";"";"";""
"24222";"26520";"";"";""
"24224";"26521";"";"";""
"24226";"26522";"";"";""
"24228";"26523";"";"";""
"24229";"26528";"";"";""
"24230";"26529";"";"";""
"24231";"26532";"";"";""
"24237";"26534";"";"";""
"24238";"26539";"";"";""
"24241";"26541";"";"";""
"24242";"26545";"";"";""
"24243";"26546";"";"";""
"24249";"26551";"";"";""
"24250";"26552";"";"";""
"24252";"26556";"";"";""
"24253";"26558";"";"";""
"24254";"26567";"";"";""
"24256";"26569";"";"";""
"24259";"26572";"";"";""
"24260";"26577";"";"";""
"24266";"26578";"";"";""
"24268";"26581";"";"";""
"24270";"26582";"";"";""
"24271";"26584";"";"";""
"24272";"26586";"";"";""
"24278";"26588";"";"";""
"24279";"26590";"";"";""
"24284";"26591";"";"";""
"24285";"26592";"";"";""
"24286";"26595";"";"";""
"24287";"26596";"";"";""
"24289";"26597";"";"";""
"24294";"26598";"";"";""
"24296";"26600";"";"";""
"24301";"26601";"";"";""
"24304";"26604";"";"";""
"24309";"26606";"";"";""
"24312";"26608";"";"";""
"24314";"26611";"";"";""
"24317";"26613";"";"";""
"24318";"26614";"";"";""
"24320";"26616";"";"";""
"24321";"26619";"";"";""
"24323";"26620";"";"";""
"24326";"26622";"";"";""
"24327";"26628";"";"";""
"24328";"26629";"";"";""
"24331";"26630";"";"";""
"24333";"26631";"";"";""
"24337";"26634";"";"";""
"24338";"26635";"";"";""
"24343";"26643";"";"";""
"24344";"26646";"";"";""
"24346";"26648";"";"";""
"24348";"26652";"";"";""
"24350";"26653";"";"";""
"24351";"26655";"";"";""
"24353";"26662";"";"";""
"24354";"26663";"";"";""
"24355";"26664";"";"";""
"24357";"26668";"";"";""
"24359";"26670";"";"";""
"24361";"26671";"";"";""
"24363";"26679";"";"";""
"24366";"26683";"";"";""
"24367";"26684";"";"";""
"24368";"26688";"";"";""
"24369";"26692";"";"";""
"24372";"26693";"";"";""
"24373";"26695";"";"";""
"24374";"26696";"";"";""
"24375";"26699";"";"";""
"24376";"26700";"";"";""
"24377";"26701";"";"";""
"24379";"26703";"";"";""
"24380";"26704";"";"";""
"24382";"26706";"";"";""
"24387";"26709";"";"";""
"24389";"26711";"";"";""
"24391";"26712";"";"";""
"24392";"26713";"";"";""
"24394";"26714";"";"";""
"24399";"26715";"";"";""
"24402";"26717";"";"";""
"24403";"26720";"";"";""
"24405";"26721";"";"";""
"24410";"26725";"";"";""
"24411";"26727";"";"";""
"24413";"26729";"";"";""
"24417";"26730";"";"";""
"24420";"26731";"";"";""
"24421";"26733";"";"";""
"24422";"26735";"";"";""
"24424";"26737";"";"";""
"24425";"26738";"";"";""
"24427";"26739";"";"";""
"24432";"26740";"";"";""
"24435";"26742";"";"";""
"24438";"26743";"";"";""
"24439";"26745";"";"";""
"24441";"26749";"";"";""
"24446";"26750";"";"";""
"24447";"26755";"";"";""
"24448";"26757";"";"";""
"24449";"26758";"";"";""
"24450";"26763";"";"";""
"24451";"26766";"";"";""
"24452";"26767";"";"";""
"24453";"26768";"";"";""
"24454";"26771";"";"";""
"24455";"26773";"";"";""
"24456";"26774";"";"";""
"24458";"26776";"";"";""
"24459";"26778";"";"";""
"24461";"26779";"";"";""
"24462";"26780";"";"";""
"24463";"26784";"";"";""
"24465";"26787";"";"";""
"24467";"26788";"";"";""
"24469";"26790";"";"";""
"24471";"26793";"";"";""
"24472";"26795";"";"";""
"24476";"26798";"";"";""
"24477";"26799";"";"";""
"24478";"26802";"";"";""
"24480";"26803";"";"";""
"24481";"26805";"";"";""
"24482";"26806";"";"";""
"24483";"26807";"";"";""
"24488";"26811";"";"";""
"24490";"26813";"";"";""
"24492";"26818";"";"";""
"24494";"26822";"";"";""
"24495";"26824";"";"";""
"24496";"26826";"";"";""
"24498";"26827";"";"";""
"24499";"26831";"";"";""
"24500";"26834";"";"";""
"24501";"26835";"";"";""
"24502";"26840";"";"";""
"24505";"26842";"";"";""
"24507";"26843";"";"";""
"24508";"26845";"";"";""
"24509";"26846";"";"";""
"24510";"26847";"";"";""
"24512";"26849";"";"";""
"24515";"26853";"";"";""
"24521";"26854";"";"";""
"24522";"26856";"";"";""
"24523";"26860";"";"";""
"24525";"26865";"";"";""
"24526";"26866";"";"";""
"24527";"26867";"";"";""
"24528";"26868";"";"";""
"24531";"26870";"";"";""
"24533";"26872";"";"";""
"24534";"26875";"";"";""
"24536";"26879";"";"";""
"24539";"26883";"";"";""
"24540";"26884";"";"";""
"24542";"26887";"";"";""
"24543";"26888";"";"";""
"24544";"26889";"";"";""
"24546";"26891";"";"";""
"24552";"26894";"";"";""
"24557";"26896";"";"";""
"24562";"26897";"";"";""
"24564";"26899";"";"";""
"24565";"26900";"";"";""
"24567";"26901";"";"";""
"24570";"26906";"";"";""
"24571";"26907";"";"";""
"24572";"26908";"";"";""
"24573";"26913";"";"";""
"24576";"26914";"";"";""
"24583";"26915";"";"";""
"24584";"26916";"";"";""
"24585";"26918";"";"";""
"24587";"26919";"";"";""
"24588";"26922";"";"";""
"24590";"26926";"";"";""
"24591";"26929";"";"";""
"24595";"26930";"";"";""
"24596";"26933";"";"";""
"24602";"26936";"";"";""
"24603";"26938";"";"";""
"24605";"26940";"";"";""
"24606";"26941";"";"";""
"24607";"26944";"";"";""
"24608";"26954";"";"";""
"24609";"26956";"";"";""
"24610";"26962";"";"";""
"24611";"26964";"";"";""
"24614";"26965";"";"";""
"24617";"26966";"";"";""
"24618";"26968";"";"";""
"24619";"26971";"";"";""
"24626";"26972";"";"";""
"24630";"26973";"";"";""
"24632";"26978";"";"";""
"24633";"26980";"";"";""
"24634";"26982";"";"";""
"24636";"26987";"";"";""
"24637";"26990";"";"";""
"24641";"26992";"";"";""
"24644";"26993";"";"";""
"24646";"26994";"";"";""
"24647";"26995";"";"";""
"24648";"26996";"";"";""
"24649";"27003";"";"";""
"24653";"27006";"";"";""
"24654";"27008";"";"";""
"24657";"27009";"";"";""
"24658";"27016";"";"";""
"24661";"27019";"";"";""
"24662";"27021";"";"";""
"24663";"27026";"";"";""
"24667";"27027";"";"";""
"24671";"27031";"";"";""
"24672";"27032";"";"";""
"24674";"27034";"";"";""
"24677";"27037";"";"";""
"24680";"27038";"";"";""
"24681";"27040";"";"";""
"24685";"27043";"";"";""
"24686";"27045";"";"";""
"24687";"27046";"";"";""
"24688";"27048";"";"";""
"24689";"27049";"";"";""
"24692";"27051";"";"";""
"24695";"27053";"";"";""
"24696";"27058";"";"";""
"24697";"27060";"";"";""
"24698";"27062";"";"";""
"24699";"27063";"";"";""
"24700";"27064";"";"";""
"24702";"27065";"";"";""
"24703";"27066";"";"";""
"24704";"27068";"";"";""
"24705";"27069";"";"";""
"24706";"27070";"";"";""
"24707";"27075";"";"";""
"24709";"27076";"";"";""
"24712";"27079";"";"";""
"24715";"27081";"";"";""
"24717";"27082";"";"";""
"24718";"27083";"";"";""
"24719";"27087";"";"";""
"24720";"27088";"";"";""
"24721";"27089";"";"";""
"24722";"27091";"";"";""
"24723";"27092";"";"";""
"24726";"27096";"";"";""
"24729";"27098";"";"";""
"24732";"27099";"";"";""
"24741";"27102";"";"";""
"24742";"27104";"";"";""
"24744";"27105";"";"";""
"24745";"27106";"";"";""
"24746";"27108";"";"";""
"24748";"27110";"";"";""
"24751";"27111";"";"";""
"24754";"27113";"";"";""
"24757";"27114";"";"";""
"24758";"27115";"";"";""
"24760";"27117";"";"";""
"24763";"27120";"";"";""
"24764";"27121";"";"";""
"24766";"27122";"";"";""
"24767";"27125";"";"";""
"24768";"27126";"";"";""
"24769";"27129";"";"";""
"24770";"27130";"";"";""
"24771";"27135";"";"";""
"24772";"27139";"";"";""
"24773";"27141";"";"";""
"24775";"27142";"";"";""
"24781";"27147";"";"";""
"24782";"27150";"";"";""
"24783";"27151";"";"";""
"24785";"27153";"";"";""
"24786";"27155";"";"";""
"24788";"27156";"";"";""
"24791";"27158";"";"";""
"24793";"27159";"";"";""
"24794";"27161";"";"";""
"24798";"27163";"";"";""
"24799";"27164";"";"";""
"24800";"27169";"";"";""
"24801";"27170";"";"";""
"24802";"27171";"";"";""
"24807";"27172";"";"";""
"24808";"27175";"";"";""
"24809";"27180";"";"";""
"24812";"27181";"";"";""
"24813";"27182";"";"";""
"24815";"27188";"";"";""
"24817";"27189";"";"";""
"24818";"27191";"";"";""
"24819";"27193";"";"";""
"24820";"27197";"";"";""
"24822";"27200";"";"";""
"24823";"27201";"";"";""
"24824";"27202";"";"";""
"24825";"27204";"";"";""
"24826";"27209";"";"";""
"24828";"27213";"";"";""
"24829";"27215";"";"";""
"24831";"27216";"";"";""
"24832";"27218";"";"";""
"24834";"27222";"";"";""
"24835";"27223";"";"";""
"24837";"27226";"";"";""
"24838";"27227";"";"";""
"24839";"27228";"";"";""
"24840";"27230";"";"";""
"24842";"27231";"";"";""
"24845";"27235";"";"";""
"24846";"27236";"";"";""
"24847";"27238";"";"";""
"24848";"27240";"";"";""
"24851";"27243";"";"";""
"24852";"27246";"";"";""
"24854";"27249";"";"";""
"24855";"27251";"";"";""
"24856";"27252";"";"";""
"24858";"27255";"";"";""
"24860";"27256";"";"";""
"24861";"27257";"";"";""
"24864";"27258";"";"";""
"24865";"27266";"";"";""
"24869";"27267";"";"";""
"24870";"27272";"";"";""
"24872";"27274";"";"";""
"24874";"27276";"";"";""
"24881";"27277";"";"";""
"24882";"27278";"";"";""
"24883";"27281";"";"";""
"24884";"27282";"";"";""
"24886";"27284";"";"";""
"24887";"27285";"";"";""
"24900";"27288";"";"";""
"24901";"27290";"";"";""
"24907";"27292";"";"";""
"24909";"27297";"";"";""
"24910";"27299";"";"";""
"24913";"27301";"";"";""
"24914";"27302";"";"";""
"24916";"27305";"";"";""
"24919";"27308";"";"";""
"24921";"27311";"";"";""
"24924";"27314";"";"";""
"24925";"27315";"";"";""
"24926";"27316";"";"";""
"24927";"27319";"";"";""
"24929";"27325";"";"";""
"24932";"27326";"";"";""
"24933";"27327";"";"";""
"24934";"27329";"";"";""
"24936";"27330";"";"";""
"24937";"27331";"";"";""
"24939";"27333";"";"";""
"24940";"27335";"";"";""
"24941";"27343";"";"";""
"24942";"27344";"";"";""
"24943";"27347";"";"";""
"24945";"27348";"";"";""
"24947";"27349";"";"";""
"24948";"27353";"";"";""
"24949";"27358";"";"";""
"24952";"27359";"";"";""
"24953";"27360";"";"";""
"24954";"27363";"";"";""
"24956";"27364";"";"";""
"24957";"27365";"";"";""
"24959";"27367";"";"";""
"24961";"27368";"";"";""
"24962";"27369";"";"";""
"24963";"27375";"";"";""
"24964";"27376";"";"";""
"24965";"27377";"";"";""
"24968";"27379";"";"";""
"24969";"27381";"";"";""
"24970";"27382";"";"";""
"24971";"27383";"";"";""
"24973";"27386";"";"";""
"24974";"27387";"";"";""
"24976";"27388";"";"";""
"24979";"27390";"";"";""
"24981";"27391";"";"";""
"24983";"27395";"";"";""
"24984";"27402";"";"";""
"24988";"27403";"";"";""
"24989";"27407";"";"";""
"24991";"27409";"";"";""
"24992";"27410";"";"";""
"24993";"27411";"";"";""
"24995";"27412";"";"";""
"24997";"27413";"";"";""
"24998";"27420";"";"";""
"25000";"27421";"";"";""
"25002";"27422";"";"";""
"25003";"27423";"";"";""
"25005";"27424";"";"";""
"25007";"27425";"";"";""
"25008";"27427";"";"";""
"25009";"27428";"";"";""
"25010";"27429";"";"";""
"25015";"27430";"";"";""
"25016";"27432";"";"";""
"25018";"27433";"";"";""
"25019";"27434";"";"";""
"25021";"27435";"";"";""
"25022";"27436";"";"";""
"25023";"27447";"";"";""
"25024";"27448";"";"";""
"25025";"27449";"";"";""
"25028";"27450";"";"";""
"25029";"27451";"";"";""
"25030";"27453";"";"";""
"25031";"27455";"";"";""
"25032";"27457";"";"";""
"25034";"27460";"";"";""
"25037";"27461";"";"";""
"25038";"27462";"";"";""
"25041";"27465";"";"";""
"25042";"27468";"";"";""
"25044";"27470";"";"";""
"25047";"27471";"";"";""
"25049";"27472";"";"";""
"25050";"27476";"";"";""
"25056";"27477";"";"";""
"25057";"27478";"";"";""
"25058";"27479";"";"";""
"25059";"27481";"";"";""
"25061";"27483";"";"";""
"25065";"27485";"";"";""
"25066";"27487";"";"";""
"25070";"27490";"";"";""
"25072";"27491";"";"";""
"25075";"27493";"";"";""
"25077";"27494";"";"";""
"25078";"27495";"";"";""
"25081";"27496";"";"";""
"25082";"27499";"";"";""
"25084";"27500";"";"";""
"25086";"27502";"";"";""
"25087";"27503";"";"";""
"25089";"27504";"";"";""
"25090";"27507";"";"";""
"25093";"27508";"";"";""
"25094";"27511";"";"";""
"25097";"27512";"";"";""
"25098";"27513";"";"";""
"25099";"27514";"";"";""
"25103";"27517";"";"";""
"25104";"27518";"";"";""
"25105";"27520";"";"";""
"25107";"27521";"";"";""
"25108";"27526";"";"";""
"25109";"27529";"";"";""
"25110";"27530";"";"";""
"25113";"27531";"";"";""
"25114";"27536";"";"";""
"25115";"27538";"";"";""
"25116";"27542";"";"";""
"25118";"27545";"";"";""
"25122";"27547";"";"";""
"25123";"27550";"";"";""
"25125";"27551";"";"";""
"25126";"27552";"";"";""
"25129";"27553";"";"";""
"25131";"27554";"";"";""
"25134";"27555";"";"";""
"25135";"27556";"";"";""
"25137";"27559";"";"";""
"25139";"27560";"";"";""
"25141";"27562";"";"";""
"25142";"27564";"";"";""
"25143";"27567";"";"";""
"25145";"27569";"";"";""
"25146";"27571";"";"";""
"25147";"27572";"";"";""
"25148";"27574";"";"";""
"25149";"27575";"";"";""
"25152";"27580";"";"";""
"25154";"27581";"";"";""
"25157";"27583";"";"";""
"25159";"27584";"";"";""
"25163";"27588";"";"";""
"25167";"27589";"";"";""
"25168";"27590";"";"";""
"25169";"27591";"";"";""
"25172";"27592";"";"";""
"25174";"27595";"";"";""
"25175";"27597";"";"";""
"25176";"27599";"";"";""
"25181";"27601";"";"";""
"25182";"27605";"";"";""
"25186";"27607";"";"";""
"25188";"27608";"";"";""
"25196";"27611";"";"";""
"25198";"27613";"";"";""
"25199";"27614";"";"";""
"25202";"27618";"";"";""
"25203";"27623";"";"";""
"25208";"27625";"";"";""
"25209";"27628";"";"";""
"25210";"27630";"";"";""
"25211";"27633";"";"";""
"25214";"27635";"";"";""
"25215";"27640";"";"";""
"25216";"27643";"";"";""
"25217";"27644";"";"";""
"25218";"27646";"";"";""
"25222";"27647";"";"";""
"25229";"27648";"";"";""
"25231";"27653";"";"";""
"25232";"27654";"";"";""
"25233";"27657";"";"";""
"25235";"27660";"";"";""
"25236";"27663";"";"";""
"25237";"27667";"";"";""
"25238";"27668";"";"";""
"25239";"27671";"";"";""
"25240";"27672";"";"";""
"25241";"27673";"";"";""
"25244";"27675";"";"";""
"25246";"27676";"";"";""
"25248";"27681";"";"";""
"25252";"27684";"";"";""
"25254";"27685";"";"";""
"25261";"27688";"";"";""
"25263";"27689";"";"";""
"25264";"27692";"";"";""
"25266";"27693";"";"";""
"25267";"27694";"";"";""
"25271";"27697";"";"";""
"25272";"27698";"";"";""
"25273";"27699";"";"";""
"25276";"27701";"";"";""
"25277";"27702";"";"";""
"25280";"27704";"";"";""
"25281";"27706";"";"";""
"25282";"27709";"";"";""
"25283";"27710";"";"";""
"25284";"27711";"";"";""
"25286";"27712";"";"";""
"25287";"27713";"";"";""
"25288";"27714";"";"";""
"25291";"27715";"";"";""
"25292";"27716";"";"";""
"25293";"27718";"";"";""
"25294";"27721";"";"";""
"25295";"27728";"";"";""
"25296";"27729";"";"";""
"25297";"27730";"";"";""
"25299";"27731";"";"";""
"25300";"27732";"";"";""
"25302";"27735";"";"";""
"25303";"27736";"";"";""
"25304";"27737";"";"";""
"25305";"27742";"";"";""
"25306";"27743";"";"";""
"25308";"27744";"";"";""
"25309";"27746";"";"";""
"25312";"27748";"";"";""
"25313";"27754";"";"";""
"25316";"27756";"";"";""
"25320";"27759";"";"";""
"25322";"27764";"";"";""
"25325";"27768";"";"";""
"25326";"27769";"";"";""
"25327";"27770";"";"";""
"25330";"27776";"";"";""
"25334";"27779";"";"";""
"25335";"27781";"";"";""
"25336";"27783";"";"";""
"25338";"27786";"";"";""
"25339";"27787";"";"";""
"25341";"27790";"";"";""
"25344";"27791";"";"";""
"25348";"27793";"";"";""
"25349";"27794";"";"";""
"25351";"27796";"";"";""
"25352";"27803";"";"";""
"25354";"27806";"";"";""
"25355";"27809";"";"";""
"25358";"27810";"";"";""
"25359";"27811";"";"";""
"25362";"27814";"";"";""
"25363";"27815";"";"";""
"25367";"27819";"";"";""
"25368";"27821";"";"";""
"25369";"27822";"";"";""
"25372";"27825";"";"";""
"25373";"27826";"";"";""
"25375";"27827";"";"";""
"25376";"27828";"";"";""
"25379";"27829";"";"";""
"25380";"27831";"";"";""
"25383";"27833";"";"";""
"25387";"27834";"";"";""
"25388";"27836";"";"";""
"25389";"27838";"";"";""
"25390";"27839";"";"";""
"25391";"27844";"";"";""
"25392";"27846";"";"";""
"25395";"27847";"";"";""
