"adj.P.Val_LWT_MCD.LWT_CTRL";"adj.P.Val_LKO_MCD.LKO_CTRL";"adj.P.Val_LKO_MCD.LWT_MCD";"adj.P.Val_LKO_CTRL.LWT_CTRL";"adj.P.Val_.LWT_MCD.LWT_CTRL...LKO_MCD.LKO_CTRL."
"1863";"2075";"";"";""
"1864";"2076";"";"";""
"1865";"2083";"";"";""
"1868";"2084";"";"";""
"1869";"2093";"";"";""
"1871";"2094";"";"";""
"1872";"2098";"";"";""
"1873";"2101";"";"";""
"1875";"2103";"";"";""
"1878";"2104";"";"";""
"1880";"2105";"";"";""
"1881";"2106";"";"";""
"1887";"2107";"";"";""
"1889";"2108";"";"";""
"1890";"2109";"";"";""
"1895";"2110";"";"";""
"1896";"2111";"";"";""
"1897";"2115";"";"";""
"1898";"2116";"";"";""
"1900";"2119";"";"";""
"1903";"2121";"";"";""
"1904";"2122";"";"";""
"1906";"2124";"";"";""
"1907";"2126";"";"";""
"1908";"2128";"";"";""
"1909";"2129";"";"";""
"1910";"2133";"";"";""
"1911";"2135";"";"";""
"1912";"2137";"";"";""
"1914";"2140";"";"";""
"1915";"2142";"";"";""
"1919";"2145";"";"";""
"1920";"2146";"";"";""
"1922";"2147";"";"";""
"1926";"2149";"";"";""
"1935";"2150";"";"";""
"1940";"2152";"";"";""
"1943";"2153";"";"";""
"1944";"2155";"";"";""
"1945";"2157";"";"";""
"1947";"2162";"";"";""
"1948";"2163";"";"";""
"1950";"2164";"";"";""
"1951";"2168";"";"";""
"1956";"2169";"";"";""
"1963";"2177";"";"";""
"1967";"2178";"";"";""
"1968";"2180";"";"";""
"1971";"2181";"";"";""
"1972";"2184";"";"";""
"1975";"2186";"";"";""
"1978";"2187";"";"";""
"1979";"2190";"";"";""
"1984";"2191";"";"";""
"1985";"2192";"";"";""
"1988";"2193";"";"";""
"1990";"2195";"";"";""
"1991";"2197";"";"";""
"1995";"2198";"";"";""
"1998";"2202";"";"";""
"1999";"2203";"";"";""
"2002";"2205";"";"";""
"2004";"2209";"";"";""
"2006";"2211";"";"";""
"2010";"2213";"";"";""
"2013";"2216";"";"";""
"2015";"2218";"";"";""
"2016";"2220";"";"";""
"2017";"2223";"";"";""
"2018";"2230";"";"";""
"2022";"2231";"";"";""
"2023";"2232";"";"";""
"2025";"2233";"";"";""
"2028";"2235";"";"";""
"2029";"2236";"";"";""
"2030";"2237";"";"";""
"2034";"2239";"";"";""
"2035";"2240";"";"";""
"2037";"2241";"";"";""
"2039";"2244";"";"";""
"2040";"2245";"";"";""
"2041";"2249";"";"";""
"2042";"2251";"";"";""
"2043";"2255";"";"";""
"2046";"2257";"";"";""
"2048";"2258";"";"";""
"2049";"2259";"";"";""
"2050";"2260";"";"";""
"2051";"2261";"";"";""
"2052";"2262";"";"";""
"2053";"2266";"";"";""
"2054";"2268";"";"";""
"2058";"2269";"";"";""
"2059";"2271";"";"";""
"2060";"2272";"";"";""
"2069";"2273";"";"";""
"2071";"2274";"";"";""
"2075";"2276";"";"";""
"2080";"2278";"";"";""
"2083";"2279";"";"";""
"2084";"2281";"";"";""
"2088";"2282";"";"";""
"2095";"2285";"";"";""
"2096";"2286";"";"";""
"2098";"2291";"";"";""
"2101";"2295";"";"";""
"2102";"2297";"";"";""
"2103";"2298";"";"";""
"2104";"2299";"";"";""
"2105";"2300";"";"";""
"2106";"2301";"";"";""
"2107";"2303";"";"";""
"2108";"2304";"";"";""
"2109";"2305";"";"";""
"2110";"2306";"";"";""
"2111";"2314";"";"";""
"2115";"2317";"";"";""
"2116";"2322";"";"";""
"2119";"2326";"";"";""
"2120";"2331";"";"";""
"2121";"2335";"";"";""
"2122";"2336";"";"";""
"2123";"2341";"";"";""
"2124";"2343";"";"";""
"2126";"2346";"";"";""
"2128";"2352";"";"";""
"2129";"2355";"";"";""
"2133";"2356";"";"";""
"2134";"2358";"";"";""
"2135";"2359";"";"";""
"2137";"2360";"";"";""
"2138";"2362";"";"";""
"2140";"2364";"";"";""
"2142";"2365";"";"";""
"2143";"2369";"";"";""
"2144";"2371";"";"";""
"2145";"2372";"";"";""
"2146";"2373";"";"";""
"2147";"2374";"";"";""
"2149";"2376";"";"";""
"2150";"2377";"";"";""
"2152";"2378";"";"";""
"2156";"2382";"";"";""
"2157";"2388";"";"";""
"2160";"2389";"";"";""
"2161";"2391";"";"";""
"2162";"2393";"";"";""
"2163";"2395";"";"";""
"2164";"2398";"";"";""
"2169";"2399";"";"";""
"2170";"2401";"";"";""
"2177";"2402";"";"";""
"2178";"2403";"";"";""
"2179";"2405";"";"";""
"2180";"2408";"";"";""
"2184";"2411";"";"";""
"2185";"2413";"";"";""
"2186";"2414";"";"";""
"2187";"2416";"";"";""
"2188";"2418";"";"";""
"2190";"2421";"";"";""
"2193";"2422";"";"";""
"2197";"2425";"";"";""
"2198";"2427";"";"";""
"2199";"2428";"";"";""
"2200";"2438";"";"";""
"2202";"2440";"";"";""
"2203";"2442";"";"";""
"2204";"2444";"";"";""
"2205";"2449";"";"";""
"2209";"2450";"";"";""
"2213";"2451";"";"";""
"2216";"2452";"";"";""
"2218";"2454";"";"";""
"2220";"2457";"";"";""
"2221";"2458";"";"";""
"2222";"2463";"";"";""
"2223";"2466";"";"";""
"2227";"2468";"";"";""
"2228";"2469";"";"";""
"2229";"2471";"";"";""
"2230";"2472";"";"";""
"2234";"2475";"";"";""
"2236";"2476";"";"";""
"2237";"2477";"";"";""
"2239";"2478";"";"";""
"2241";"2479";"";"";""
"2244";"2481";"";"";""
"2251";"2482";"";"";""
"2252";"2485";"";"";""
"2255";"2487";"";"";""
"2256";"2488";"";"";""
"2257";"2489";"";"";""
"2258";"2492";"";"";""
"2259";"2498";"";"";""
"2260";"2499";"";"";""
"2261";"2500";"";"";""
"2262";"2501";"";"";""
"2264";"2505";"";"";""
"2266";"2514";"";"";""
"2268";"2519";"";"";""
"2269";"2525";"";"";""
"2272";"2526";"";"";""
"2273";"2532";"";"";""
"2276";"2533";"";"";""
"2278";"2535";"";"";""
"2279";"2536";"";"";""
"2281";"2537";"";"";""
"2282";"2538";"";"";""
"2283";"2539";"";"";""
"2285";"2541";"";"";""
"2286";"2542";"";"";""
"2288";"2544";"";"";""
"2290";"2547";"";"";""
"2291";"2548";"";"";""
"2294";"2550";"";"";""
"2297";"2553";"";"";""
"2300";"2556";"";"";""
"2301";"2566";"";"";""
"2302";"2568";"";"";""
"2303";"2571";"";"";""
"2304";"2572";"";"";""
"2305";"2573";"";"";""
"2306";"2576";"";"";""
"2313";"2578";"";"";""
"2314";"2581";"";"";""
"2317";"2583";"";"";""
"2318";"2588";"";"";""
"2320";"2589";"";"";""
"2321";"2590";"";"";""
"2322";"2593";"";"";""
"2326";"2595";"";"";""
"2331";"2597";"";"";""
"2333";"2600";"";"";""
"2335";"2603";"";"";""
"2336";"2604";"";"";""
"2341";"2606";"";"";""
"2343";"2607";"";"";""
"2346";"2609";"";"";""
"2347";"2610";"";"";""
"2349";"2611";"";"";""
"2352";"2612";"";"";""
"2354";"2613";"";"";""
"2355";"2614";"";"";""
"2356";"2619";"";"";""
"2358";"2621";"";"";""
"2359";"2622";"";"";""
"2360";"2623";"";"";""
"2362";"2624";"";"";""
"2364";"2626";"";"";""
"2365";"2627";"";"";""
"2368";"2629";"";"";""
"2369";"2632";"";"";""
"2372";"2633";"";"";""
"2373";"2635";"";"";""
"2374";"2636";"";"";""
"2376";"2637";"";"";""
"2377";"2645";"";"";""
"2382";"2647";"";"";""
"2386";"2648";"";"";""
"2389";"2650";"";"";""
"2391";"2652";"";"";""
"2393";"2653";"";"";""
"2395";"2654";"";"";""
"2398";"2659";"";"";""
"2399";"2660";"";"";""
"2401";"2662";"";"";""
"2402";"2663";"";"";""
"2405";"2666";"";"";""
"2406";"2667";"";"";""
"2408";"2669";"";"";""
"2409";"2670";"";"";""
"2411";"2672";"";"";""
"2414";"2675";"";"";""
"2416";"2676";"";"";""
"2418";"2677";"";"";""
"2419";"2678";"";"";""
"2420";"2680";"";"";""
"2421";"2681";"";"";""
"2422";"2684";"";"";""
"2425";"2685";"";"";""
"2427";"2688";"";"";""
"2430";"2689";"";"";""
"2433";"2690";"";"";""
"2435";"2692";"";"";""
"2438";"2695";"";"";""
"2440";"2696";"";"";""
"2441";"2697";"";"";""
"2446";"2699";"";"";""
"2449";"2700";"";"";""
"2450";"2701";"";"";""
"2451";"2703";"";"";""
"2452";"2705";"";"";""
"2454";"2706";"";"";""
"2457";"2712";"";"";""
"2458";"2715";"";"";""
"2468";"2721";"";"";""
"2469";"2722";"";"";""
"2470";"2724";"";"";""
"2471";"2725";"";"";""
"2472";"2726";"";"";""
"2477";"2733";"";"";""
"2478";"2734";"";"";""
"2479";"2737";"";"";""
"2481";"2739";"";"";""
"2482";"2741";"";"";""
"2483";"2742";"";"";""
"2485";"2744";"";"";""
"2487";"2746";"";"";""
"2488";"2747";"";"";""
"2489";"2750";"";"";""
"2490";"2755";"";"";""
"2493";"2756";"";"";""
"2495";"2760";"";"";""
"2496";"2761";"";"";""
"2498";"2764";"";"";""
"2499";"2765";"";"";""
"2500";"2767";"";"";""
"2501";"2773";"";"";""
"2503";"2774";"";"";""
"2505";"2775";"";"";""
"2509";"2776";"";"";""
"2514";"2779";"";"";""
"2519";"2780";"";"";""
"2521";"2782";"";"";""
"2525";"2787";"";"";""
"2528";"2788";"";"";""
"2529";"2789";"";"";""
"2531";"2790";"";"";""
"2532";"2791";"";"";""
"2533";"2793";"";"";""
"2535";"2794";"";"";""
"2536";"2795";"";"";""
"2537";"2796";"";"";""
"2539";"2798";"";"";""
"2543";"2800";"";"";""
"2544";"2801";"";"";""
"2547";"2802";"";"";""
"2548";"2804";"";"";""
"2550";"2807";"";"";""
"2551";"2809";"";"";""
"2553";"2810";"";"";""
"2554";"2817";"";"";""
"2556";"2819";"";"";""
"2558";"2823";"";"";""
"2562";"2825";"";"";""
"2565";"2826";"";"";""
"2566";"2827";"";"";""
"2568";"2828";"";"";""
"2569";"2829";"";"";""
"2571";"2832";"";"";""
"2572";"2833";"";"";""
"2576";"2834";"";"";""
"2578";"2835";"";"";""
"2581";"2836";"";"";""
"2587";"2837";"";"";""
"2589";"2838";"";"";""
"2590";"2843";"";"";""
"2593";"2844";"";"";""
"2594";"2847";"";"";""
"2595";"2849";"";"";""
"2597";"2850";"";"";""
"2599";"2851";"";"";""
"2600";"2852";"";"";""
"2603";"2853";"";"";""
"2604";"2854";"";"";""
"2607";"2856";"";"";""
"2608";"2857";"";"";""
"2609";"2858";"";"";""
"2610";"2861";"";"";""
"2611";"2865";"";"";""
"2612";"2867";"";"";""
"2613";"2868";"";"";""
"2615";"2869";"";"";""
"2619";"2871";"";"";""
"2620";"2873";"";"";""
"2621";"2880";"";"";""
"2622";"2881";"";"";""
"2623";"2883";"";"";""
"2624";"2885";"";"";""
"2626";"2886";"";"";""
"2627";"2890";"";"";""
"2629";"2891";"";"";""
"2630";"2893";"";"";""
"2632";"2894";"";"";""
"2633";"2896";"";"";""
"2634";"2899";"";"";""
"2635";"2900";"";"";""
"2636";"2903";"";"";""
"2637";"2905";"";"";""
"2639";"2906";"";"";""
"2645";"2910";"";"";""
"2647";"2914";"";"";""
"2648";"2916";"";"";""
"2650";"2917";"";"";""
"2652";"2918";"";"";""
"2653";"2920";"";"";""
"2657";"2921";"";"";""
"2658";"2924";"";"";""
"2659";"2925";"";"";""
"2660";"2926";"";"";""
"2661";"2929";"";"";""
"2662";"2930";"";"";""
"2663";"2934";"";"";""
"2666";"2940";"";"";""
"2667";"2946";"";"";""
"2671";"2947";"";"";""
"2672";"2951";"";"";""
"2676";"2955";"";"";""
"2679";"2956";"";"";""
"2680";"2961";"";"";""
"2684";"2963";"";"";""
"2688";"2964";"";"";""
"2689";"2965";"";"";""
"2690";"2967";"";"";""
"2692";"2968";"";"";""
"2695";"2969";"";"";""
"2697";"2970";"";"";""
"2699";"2971";"";"";""
"2701";"2975";"";"";""
"2703";"2976";"";"";""
"2704";"2978";"";"";""
"2705";"2979";"";"";""
"2706";"2980";"";"";""
"2712";"2981";"";"";""
"2715";"2982";"";"";""
"2722";"2984";"";"";""
"2724";"2986";"";"";""
"2725";"2987";"";"";""
"2728";"2988";"";"";""
"2730";"2989";"";"";""
"2732";"2992";"";"";""
"2733";"2994";"";"";""
"2734";"2995";"";"";""
"2737";"2996";"";"";""
"2738";"2998";"";"";""
"2741";"3001";"";"";""
"2744";"3002";"";"";""
"2745";"3003";"";"";""
"2746";"3004";"";"";""
"2749";"3005";"";"";""
"2750";"3007";"";"";""
"2755";"3009";"";"";""
"2756";"3011";"";"";""
"2757";"3015";"";"";""
"2760";"3016";"";"";""
"2764";"3018";"";"";""
"2765";"3019";"";"";""
"2766";"3023";"";"";""
"2767";"3025";"";"";""
"2771";"3026";"";"";""
"2773";"3027";"";"";""
"2774";"3028";"";"";""
"2775";"3033";"";"";""
"2776";"3034";"";"";""
"2777";"3035";"";"";""
"2778";"3036";"";"";""
"2780";"3037";"";"";""
"2781";"3039";"";"";""
"2782";"3044";"";"";""
"2784";"3047";"";"";""
"2786";"3048";"";"";""
"2787";"3051";"";"";""
"2788";"3053";"";"";""
"2789";"3055";"";"";""
"2790";"3056";"";"";""
"2791";"3059";"";"";""
"2794";"3063";"";"";""
"2796";"3066";"";"";""
"2798";"3069";"";"";""
"2799";"3070";"";"";""
"2801";"3072";"";"";""
"2802";"3074";"";"";""
"2804";"3079";"";"";""
"2805";"3080";"";"";""
"2807";"3084";"";"";""
"2810";"3085";"";"";""
"2816";"3089";"";"";""
"2817";"3091";"";"";""
"2818";"3092";"";"";""
"2819";"3094";"";"";""
"2823";"3095";"";"";""
"2827";"3096";"";"";""
"2829";"3099";"";"";""
"2833";"3100";"";"";""
"2834";"3101";"";"";""
"2836";"3103";"";"";""
"2837";"3104";"";"";""
"2838";"3109";"";"";""
"2839";"3110";"";"";""
"2843";"3111";"";"";""
"2844";"3112";"";"";""
"2849";"3113";"";"";""
"2850";"3114";"";"";""
"2852";"3117";"";"";""
"2853";"3118";"";"";""
"2854";"3120";"";"";""
"2856";"3123";"";"";""
"2857";"3124";"";"";""
"2858";"3128";"";"";""
"2862";"3130";"";"";""
"2863";"3133";"";"";""
"2865";"3135";"";"";""
"2866";"3138";"";"";""
"2867";"3139";"";"";""
"2868";"3143";"";"";""
"2869";"3144";"";"";""
"2870";"3145";"";"";""
"2871";"3148";"";"";""
"2873";"3149";"";"";""
"2877";"3150";"";"";""
"2878";"3156";"";"";""
"2880";"3158";"";"";""
"2881";"3159";"";"";""
"2883";"3162";"";"";""
"2886";"3163";"";"";""
"2889";"3167";"";"";""
"2890";"3168";"";"";""
"2891";"3170";"";"";""
"2892";"3172";"";"";""
"2893";"3176";"";"";""
"2894";"3177";"";"";""
"2897";"3179";"";"";""
"2898";"3180";"";"";""
"2899";"3181";"";"";""
"2900";"3182";"";"";""
"2902";"3183";"";"";""
"2903";"3186";"";"";""
"2904";"3187";"";"";""
"2905";"3188";"";"";""
"2906";"3192";"";"";""
"2908";"3194";"";"";""
"2910";"3196";"";"";""
"2914";"3198";"";"";""
"2915";"3200";"";"";""
"2916";"3203";"";"";""
"2917";"3207";"";"";""
"2919";"3208";"";"";""
"2922";"3210";"";"";""
"2924";"3211";"";"";""
"2925";"3213";"";"";""
"2926";"3216";"";"";""
"2927";"3217";"";"";""
"2928";"3219";"";"";""
"2931";"3227";"";"";""
"2932";"3230";"";"";""
"2934";"3232";"";"";""
"2937";"3234";"";"";""
"2942";"3236";"";"";""
"2951";"3237";"";"";""
"2953";"3239";"";"";""
"2954";"3241";"";"";""
"2956";"3243";"";"";""
"2957";"3245";"";"";""
"2958";"3247";"";"";""
"2959";"3248";"";"";""
"2961";"3249";"";"";""
"2964";"3250";"";"";""
"2967";"3251";"";"";""
"2968";"3252";"";"";""
"2969";"3253";"";"";""
"2971";"3258";"";"";""
"2975";"3260";"";"";""
"2976";"3262";"";"";""
"2978";"3264";"";"";""
"2979";"3265";"";"";""
"2980";"3266";"";"";""
"2982";"3267";"";"";""
"2984";"3268";"";"";""
"2986";"3269";"";"";""
"2987";"3271";"";"";""
"2988";"3274";"";"";""
"2989";"3275";"";"";""
"2991";"3277";"";"";""
"2992";"3280";"";"";""
"2994";"3281";"";"";""
"2995";"3282";"";"";""
"2997";"3284";"";"";""
"2998";"3285";"";"";""
"3001";"3287";"";"";""
"3003";"3289";"";"";""
"3004";"3290";"";"";""
"3005";"3291";"";"";""
"3007";"3298";"";"";""
"3009";"3305";"";"";""
"3011";"3306";"";"";""
"3013";"3307";"";"";""
"3015";"3310";"";"";""
"3016";"3312";"";"";""
"3019";"3313";"";"";""
"3020";"3315";"";"";""
"3022";"3317";"";"";""
"3023";"3322";"";"";""
"3026";"3323";"";"";""
"3027";"3326";"";"";""
"3028";"3328";"";"";""
"3033";"3329";"";"";""
"3034";"3330";"";"";""
"3035";"3337";"";"";""
"3037";"3338";"";"";""
"3039";"3339";"";"";""
"3044";"3342";"";"";""
"3048";"3345";"";"";""
"3049";"3352";"";"";""
"3050";"3353";"";"";""
"3051";"3354";"";"";""
"3052";"3355";"";"";""
"3053";"3358";"";"";""
"3055";"3360";"";"";""
"3056";"3361";"";"";""
"3059";"3362";"";"";""
"3063";"3363";"";"";""
"3069";"3364";"";"";""
"3070";"3365";"";"";""
"3072";"3366";"";"";""
"3074";"3367";"";"";""
"3076";"3369";"";"";""
"3080";"3370";"";"";""
"3083";"3373";"";"";""
"3084";"3374";"";"";""
"3085";"3377";"";"";""
"3089";"3378";"";"";""
"3091";"3379";"";"";""
"3092";"3380";"";"";""
"3095";"3382";"";"";""
"3096";"3385";"";"";""
"3099";"3386";"";"";""
"3101";"3387";"";"";""
"3102";"3388";"";"";""
"3103";"3390";"";"";""
"3104";"3394";"";"";""
"3109";"3397";"";"";""
"3110";"3399";"";"";""
"3112";"3404";"";"";""
"3113";"3405";"";"";""
"3114";"3410";"";"";""
"3117";"3411";"";"";""
"3118";"3413";"";"";""
"3123";"3414";"";"";""
"3128";"3416";"";"";""
"3133";"3422";"";"";""
"3135";"3424";"";"";""
"3138";"3425";"";"";""
"3144";"3426";"";"";""
"3146";"3428";"";"";""
"3148";"3429";"";"";""
"3149";"3432";"";"";""
"3150";"3435";"";"";""
"3153";"3436";"";"";""
"3154";"3437";"";"";""
"3155";"3440";"";"";""
"3156";"3441";"";"";""
"3157";"3442";"";"";""
"3158";"3449";"";"";""
"3159";"3451";"";"";""
"3162";"3452";"";"";""
"3163";"3453";"";"";""
"3168";"3454";"";"";""
"3170";"3456";"";"";""
"3171";"3458";"";"";""
"3176";"3460";"";"";""
"3177";"3463";"";"";""
"3179";"3464";"";"";""
"3180";"3465";"";"";""
"3181";"3471";"";"";""
"3182";"3472";"";"";""
"3183";"3473";"";"";""
"3186";"3476";"";"";""
"3187";"3478";"";"";""
"3188";"3480";"";"";""
"3189";"3481";"";"";""
"3192";"3484";"";"";""
"3196";"3485";"";"";""
"3197";"3487";"";"";""
"3198";"3492";"";"";""
"3200";"3494";"";"";""
"3201";"3497";"";"";""
"3202";"3498";"";"";""
"3207";"3499";"";"";""
"3208";"3501";"";"";""
"3209";"3503";"";"";""
"3210";"3504";"";"";""
"3213";"3506";"";"";""
"3217";"3507";"";"";""
"3218";"3508";"";"";""
"3219";"3509";"";"";""
"3227";"3510";"";"";""
"3230";"3512";"";"";""
"3232";"3513";"";"";""
"3234";"3514";"";"";""
"3236";"3515";"";"";""
"3237";"3516";"";"";""
"3239";"3518";"";"";""
"3241";"3521";"";"";""
"3243";"3524";"";"";""
"3245";"3525";"";"";""
"3247";"3526";"";"";""
"3249";"3530";"";"";""
"3251";"3531";"";"";""
"3252";"3532";"";"";""
"3253";"3533";"";"";""
"3257";"3535";"";"";""
"3258";"3537";"";"";""
"3259";"3542";"";"";""
"3261";"3545";"";"";""
"3262";"3547";"";"";""
"3264";"3548";"";"";""
"3265";"3555";"";"";""
"3267";"3557";"";"";""
"3268";"3559";"";"";""
"3269";"3561";"";"";""
"3270";"3563";"";"";""
"3271";"3565";"";"";""
"3275";"3566";"";"";""
"3277";"3568";"";"";""
"3279";"3571";"";"";""
"3280";"3572";"";"";""
"3281";"3573";"";"";""
"3282";"3576";"";"";""
"3285";"3577";"";"";""
"3287";"3580";"";"";""
"3289";"3581";"";"";""
"3290";"3585";"";"";""
"3291";"3588";"";"";""
"3298";"3592";"";"";""
"3299";"3593";"";"";""
"3300";"3594";"";"";""
"3305";"3595";"";"";""
"3306";"3597";"";"";""
"3307";"3600";"";"";""
"3310";"3602";"";"";""
"3311";"3604";"";"";""
"3312";"3608";"";"";""
"3315";"3614";"";"";""
"3319";"3615";"";"";""
"3320";"3616";"";"";""
"3323";"3618";"";"";""
"3325";"3620";"";"";""
"3326";"3625";"";"";""
"3329";"3627";"";"";""
"3330";"3630";"";"";""
"3336";"3631";"";"";""
"3337";"3632";"";"";""
"3338";"3633";"";"";""
"3339";"3638";"";"";""
"3342";"3641";"";"";""
"3343";"3642";"";"";""
"3344";"3645";"";"";""
"3345";"3647";"";"";""
"3347";"3649";"";"";""
"3352";"3650";"";"";""
"3353";"3655";"";"";""
"3354";"3656";"";"";""
"3355";"3659";"";"";""
"3356";"3660";"";"";""
"3358";"3661";"";"";""
"3360";"3665";"";"";""
"3361";"3666";"";"";""
"3362";"3667";"";"";""
"3364";"3669";"";"";""
"3366";"3674";"";"";""
"3367";"3675";"";"";""
"3369";"3677";"";"";""
"3371";"3681";"";"";""
"3373";"3682";"";"";""
"3375";"3692";"";"";""
"3376";"3695";"";"";""
"3377";"3696";"";"";""
"3378";"3697";"";"";""
"3380";"3698";"";"";""
"3381";"3699";"";"";""
"3382";"3700";"";"";""
"3384";"3702";"";"";""
"3387";"3704";"";"";""
"3388";"3709";"";"";""
"3390";"3710";"";"";""
"3396";"3711";"";"";""
"3397";"3712";"";"";""
"3399";"3713";"";"";""
"3404";"3720";"";"";""
"3405";"3721";"";"";""
"3407";"3722";"";"";""
"3410";"3726";"";"";""
"3411";"3727";"";"";""
"3413";"3728";"";"";""
"3414";"3733";"";"";""
"3416";"3734";"";"";""
"3417";"3735";"";"";""
"3421";"3736";"";"";""
"3422";"3740";"";"";""
"3424";"3743";"";"";""
"3425";"3744";"";"";""
"3428";"3746";"";"";""
"3429";"3748";"";"";""
"3430";"3749";"";"";""
"3432";"3754";"";"";""
"3435";"3757";"";"";""
"3438";"3758";"";"";""
"3440";"3759";"";"";""
"3441";"3760";"";"";""
"3447";"3766";"";"";""
"3449";"3768";"";"";""
"3451";"3771";"";"";""
"3453";"3772";"";"";""
"3456";"3777";"";"";""
"3457";"3778";"";"";""
"3458";"3780";"";"";""
"3460";"3782";"";"";""
"3464";"3783";"";"";""
"3465";"3785";"";"";""
"3471";"3786";"";"";""
"3472";"3787";"";"";""
"3478";"3790";"";"";""
"3480";"3791";"";"";""
"3481";"3792";"";"";""
"3484";"3795";"";"";""
"3487";"3799";"";"";""
"3492";"3800";"";"";""
"3494";"3801";"";"";""
"3496";"3804";"";"";""
"3498";"3805";"";"";""
"3499";"3806";"";"";""
"3501";"3807";"";"";""
"3503";"3808";"";"";""
"3504";"3811";"";"";""
"3506";"3815";"";"";""
"3507";"3822";"";"";""
"3508";"3824";"";"";""
"3509";"3825";"";"";""
"3510";"3826";"";"";""
"3514";"3827";"";"";""
"3515";"3828";"";"";""
"3516";"3830";"";"";""
"3518";"3833";"";"";""
"3524";"3834";"";"";""
"3525";"3836";"";"";""
"3529";"3837";"";"";""
"3532";"3838";"";"";""
"3533";"3839";"";"";""
"3535";"3840";"";"";""
"3536";"3842";"";"";""
"3537";"3847";"";"";""
"3542";"3848";"";"";""
"3545";"3849";"";"";""
"3547";"3852";"";"";""
"3559";"3859";"";"";""
"3561";"3862";"";"";""
"3563";"3863";"";"";""
"3565";"3867";"";"";""
"3566";"3868";"";"";""
"3568";"3870";"";"";""
"3569";"3871";"";"";""
"3570";"3872";"";"";""
"3572";"3874";"";"";""
"3573";"3875";"";"";""
"3576";"3877";"";"";""
"3577";"3878";"";"";""
"3581";"3881";"";"";""
"3582";"3884";"";"";""
"3585";"3886";"";"";""
"3588";"3890";"";"";""
"3592";"3891";"";"";""
"3593";"3892";"";"";""
"3594";"3895";"";"";""
"3595";"3896";"";"";""
"3597";"3897";"";"";""
"3600";"3900";"";"";""
"3601";"3902";"";"";""
"3604";"3903";"";"";""
"3608";"3904";"";"";""
"3611";"3905";"";"";""
"3613";"3908";"";"";""
"3614";"3909";"";"";""
"3616";"3912";"";"";""
"3617";"3915";"";"";""
"3618";"3916";"";"";""
"3620";"3917";"";"";""
"3621";"3919";"";"";""
"3624";"3921";"";"";""
"3625";"3922";"";"";""
"3627";"3923";"";"";""
"3630";"3926";"";"";""
"3631";"3930";"";"";""
"3632";"3932";"";"";""
"3635";"3933";"";"";""
"3638";"3937";"";"";""
"3641";"3938";"";"";""
"3642";"3939";"";"";""
"3643";"3941";"";"";""
"3645";"3943";"";"";""
"3647";"3944";"";"";""
"3650";"3945";"";"";""
"3653";"3946";"";"";""
"3654";"3949";"";"";""
"3655";"3950";"";"";""
"3656";"3956";"";"";""
"3659";"3959";"";"";""
"3660";"3960";"";"";""
"3661";"3961";"";"";""
"3663";"3967";"";"";""
"3665";"3968";"";"";""
"3666";"3969";"";"";""
"3667";"3970";"";"";""
"3669";"3971";"";"";""
"3674";"3972";"";"";""
"3675";"3975";"";"";""
"3676";"3976";"";"";""
"3677";"3977";"";"";""
"3682";"3985";"";"";""
"3686";"3986";"";"";""
"3689";"3988";"";"";""
"3692";"3991";"";"";""
"3696";"3992";"";"";""
"3698";"3997";"";"";""
"3699";"3998";"";"";""
"3700";"4000";"";"";""
"3702";"4003";"";"";""
"3704";"4006";"";"";""
"3708";"4007";"";"";""
"3709";"4009";"";"";""
"3710";"4010";"";"";""
"3711";"4011";"";"";""
"3713";"4013";"";"";""
"3716";"4018";"";"";""
"3720";"4019";"";"";""
"3721";"4021";"";"";""
"3722";"4024";"";"";""
"3727";"4025";"";"";""
"3728";"4026";"";"";""
"3729";"4028";"";"";""
"3731";"4029";"";"";""
"3734";"4032";"";"";""
"3735";"4033";"";"";""
"3736";"4034";"";"";""
"3737";"4036";"";"";""
"3741";"4037";"";"";""
"3742";"4038";"";"";""
"3743";"4039";"";"";""
"3744";"4043";"";"";""
"3746";"4045";"";"";""
"3749";"4047";"";"";""
"3753";"4051";"";"";""
"3754";"4053";"";"";""
"3757";"4054";"";"";""
"3758";"4055";"";"";""
"3759";"4056";"";"";""
"3760";"4061";"";"";""
"3763";"4063";"";"";""
"3766";"4065";"";"";""
"3767";"4066";"";"";""
"3768";"4067";"";"";""
"3771";"4070";"";"";""
"3772";"4072";"";"";""
"3777";"4074";"";"";""
"3778";"4075";"";"";""
"3780";"4081";"";"";""
"3783";"4082";"";"";""
"3784";"4083";"";"";""
"3786";"4084";"";"";""
"3787";"4088";"";"";""
"3789";"4091";"";"";""
"3790";"4093";"";"";""
"3791";"4094";"";"";""
"3792";"4099";"";"";""
"3794";"4100";"";"";""
